case_order,case_id,model,domain,scc_id,scc_size,template,root,witness,bridge,affected_count,source_result_file,old_llm_calls,old_time_sec
236,236_qwen2.5-72b_cuad28_scc_39_condition_trigger,qwen2.5-72b,cuad,scc_39,28,condition_trigger,cuad_MANUFACTURERSSERVICESLTD_06_05_2000_EX_1__cuad_MANUFACTURERSSERVICESLTD_06_05_2000__dccdb230__3.1,cuad_MANUFACTURERSSERVICESLTD_06_05_2000_EX_1__cuad_MANUFACTURERSSERVICESLTD_06_05_2000__dccdb230__2.1,cuad_MANUFACTURERSSERVICESLTD_06_05_2000_EX_1__cuad_MANUFACTURERSSERVICESLTD_06_05_2000__dccdb230__6,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_cuad28_condition_trigger_critical_b60_1779138002.json,57,1036.9198830127716
237,237_qwen2.5-72b_cuad34_scc_11_direct_mutex,qwen2.5-72b,cuad,scc_11,34,direct_mutex,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__9,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__11.4.3,,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_cuad34_direct_mutex_critical_b60_1779138005.json,60,1386.9939661026
238,238_qwen2.5-72b_cuad34_scc_11_handoff_invariant,qwen2.5-72b,cuad,scc_11,34,handoff_invariant,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__9,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__11.4.3,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__7.2,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_cuad34_handoff_invariant_critical_b60_1779138660.json,60,1231.6082689762115
239,239_qwen2.5-72b_cuad34_scc_11_temporal_gate,qwen2.5-72b,cuad,scc_11,34,temporal_gate,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__9,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__11.4.3,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__7.2,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_cuad34_temporal_gate_critical_b60_1779139240.json,60,1109.510332107544
240,240_qwen2.5-72b_cuad34_scc_11_condition_trigger,qwen2.5-72b,cuad,scc_11,34,condition_trigger,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__9,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__11.4.3,cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10_12_C__cuad_BERKELEYLIGHTS_INC_06_26_2020_EX_10__b90caf8e__7.2,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_qwen_current_full80_b60_current_cuad34_condition_trigger_critical_b60_1779139897.json,60,1220.4187381267548
241,241_gemini-2.5-pro_debian11_scc_23_direct_mutex,gemini-2.5-pro,debian,scc_23,11,direct_mutex,node-parse-json,node-deep-equal,,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_gemini25pro_health_current_balanced_b60_current_debian11_direct_mutex_critical_b60_1779121137.json,45,382.16608476638794
242,242_gemini-2.5-pro_debian11_scc_23_handoff_invariant,gemini-2.5-pro,debian,scc_23,11,handoff_invariant,node-parse-json,node-deep-equal,node-tape,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_gemini25pro_health_current_balanced_b60_current_debian11_handoff_invariant_critical_b60_1779121137.json,59,485.79805064201355
243,243_gemini-2.5-pro_sec_ex219_scc_3_direct_mutex,gemini-2.5-pro,sec_ex21,scc_3,9,direct_mutex,us-cw-3682212,us-cw-3682811,,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_direct_mutex_critical_directsubgraphnaive_relation_first_gemini25pro_health_current_balanced_b60_current_sec_ex219_direct_mutex_critical_b60_1779121591.json,47,462.7183220386505
244,244_gemini-2.5-pro_sec_ex219_scc_2_handoff_invariant,gemini-2.5-pro,sec_ex21,scc_2,9,handoff_invariant,us-cw-3682212,us-cw-3682811,us-cw-3682211,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_handoff_invariant_critical_directsubgraphnaive_relation_first_gemini25pro_health_current_balanced_b60_current_sec_ex219_handoff_invariant_critical_b60_1779121743.json,35,360.3848252296448
245,245_gemini-2.5-pro_debian11_scc_23_temporal_gate,gemini-2.5-pro,debian,scc_23,11,temporal_gate,node-parse-json,node-deep-equal,node-tape,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_debian11_temporal_gate_critical_b60_1779123439.json,42,544.8226947784424
246,246_gemini-2.5-pro_debian11_scc_23_condition_trigger,gemini-2.5-pro,debian,scc_23,11,condition_trigger,node-parse-json,node-deep-equal,node-tape,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_debian11_condition_trigger_critical_b60_1779123439.json,49,554.8349320888519
247,247_gemini-2.5-pro_debian12_scc_8_temporal_gate,gemini-2.5-pro,debian,scc_8,12,temporal_gate,libecore-x1,libecore-input1,libevas1-engines-x,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_debian12_temporal_gate_critical_b60_1779124078.json,58,465.2023410797119
248,248_gemini-2.5-pro_debian12_scc_8_condition_trigger,gemini-2.5-pro,debian,scc_8,12,condition_trigger,libecore-x1,libecore-input1,libevas1-engines-x,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_debian12_condition_trigger_critical_b60_1779124633.json,57,479.9927279949188
249,249_gemini-2.5-pro_sec_ex219_scc_7_temporal_gate,gemini-2.5-pro,sec_ex21,scc_7,9,temporal_gate,us-cw-3682212,us-cw-3682811,us-cw-3682211,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_sec_ex219_temporal_gate_critical_b60_1779124725.json,50,442.3629500865936
250,250_gemini-2.5-pro_sec_ex219_scc_6_condition_trigger,gemini-2.5-pro,sec_ex21,scc_6,9,condition_trigger,us-cw-3682212,us-cw-3682811,us-cw-3682211,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_sec_ex219_condition_trigger_critical_b60_1779125208.json,42,374.84692883491516
251,251_gemini-2.5-pro_sec_ex2110_scc_2_temporal_gate,gemini-2.5-pro,sec_ex21,scc_2,10,temporal_gate,us-cw-515909,us-cw-1020294,us-cw-515912,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_sec_ex2110_temporal_gate_critical_b60_1779125643.json,51,913.2452900409698
252,252_gemini-2.5-pro_sec_ex2110_scc_5_condition_trigger,gemini-2.5-pro,sec_ex21,scc_5,10,condition_trigger,us-cw-515909,us-cw-1020294,us-cw-515912,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_sec_ex2110_condition_trigger_critical_b60_1779125733.json,50,1197.1317598819733
253,253_gemini-2.5-pro_sec_ex2111_scc_3_temporal_gate,gemini-2.5-pro,sec_ex21,scc_3,11,temporal_gate,us-cw-406176,us-cw-423245,us-cw-74754,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_sec_ex2111_temporal_gate_critical_b60_1779127003.json,54,517.352646112442
254,254_gemini-2.5-pro_sec_ex2111_scc_3_condition_trigger,gemini-2.5-pro,sec_ex21,scc_3,11,condition_trigger,us-cw-406176,us-cw-423245,us-cw-74754,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_sec_ex2111_condition_trigger_critical_b60_1779127290.json,58,472.44412302970886
255,255_gemini-2.5-pro_sec_ex2112_scc_5_temporal_gate,gemini-2.5-pro,sec_ex21,scc_5,12,temporal_gate,us-cw-708556,us-cw-502062,us-cw-911364,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_sec_ex2112_temporal_gate_critical_b60_1779127602.json,59,424.24843406677246
256,256_gemini-2.5-pro_sec_ex2112_scc_1_condition_trigger,gemini-2.5-pro,sec_ex21,scc_1,12,condition_trigger,us-cw-708556,us-cw-502062,us-cw-911364,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_sec_ex2112_condition_trigger_critical_b60_1779128089.json,60,426.8332829475403
257,257_gemini-2.5-pro_sec_ex2118_scc_1_temporal_gate,gemini-2.5-pro,sec_ex21,scc_1,18,temporal_gate,us-cw-841126,us-cw-118216,us-cw-130,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_sec_ex2118_temporal_gate_critical_b60_1779128467.json,60,601.1557121276855
258,258_gemini-2.5-pro_sec_ex2118_scc_2_condition_trigger,gemini-2.5-pro,sec_ex21,scc_2,18,condition_trigger,us-cw-841126,us-cw-118216,us-cw-130,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_sec_ex2118_condition_trigger_critical_b60_1779128679.json,57,450.8764009475708
259,259_gemini-2.5-pro_bgb9_scc_7_temporal_gate,gemini-2.5-pro,bgb,scc_7,9,temporal_gate,bgb_559e,bgb_558,bgb_555d,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_bgb9_temporal_gate_critical_b60_1779129212.json,47,541.8001971244812
260,260_gemini-2.5-pro_bgb9_scc_7_condition_trigger,gemini-2.5-pro,bgb,scc_7,9,condition_trigger,bgb_559e,bgb_558,bgb_555d,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_bgb9_condition_trigger_critical_b60_1779129788.json,46,559.2747619152069
261,261_gemini-2.5-pro_bgb11_scc_0_temporal_gate,gemini-2.5-pro,bgb,scc_0,11,temporal_gate,bgb_311a,bgb_280,bgb_347,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_bgb11_temporal_gate_critical_b60_1779129930.json,55,712.6934180259705
262,262_gemini-2.5-pro_bgb11_scc_0_condition_trigger,gemini-2.5-pro,bgb,scc_0,11,condition_trigger,bgb_311a,bgb_280,bgb_347,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_bgb11_condition_trigger_critical_b60_1779130595.json,53,672.6787648200989
263,263_gemini-2.5-pro_bgb25_scc_3_temporal_gate,gemini-2.5-pro,bgb,scc_3,25,temporal_gate,bgb_505,bgb_491,bgb_514,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_bgb25_temporal_gate_critical_b60_1779131160.json,47,541.8438258171082
264,264_gemini-2.5-pro_bgb25_scc_3_condition_trigger,gemini-2.5-pro,bgb,scc_3,25,condition_trigger,bgb_505,bgb_491,bgb_514,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_bgb25_condition_trigger_critical_b60_1779131368.json,52,570.5201070308685
265,265_gemini-2.5-pro_cuad12_scc_50_temporal_gate,gemini-2.5-pro,cuad,scc_50,12,temporal_gate,cuad_ScansourceInc_20190822_10_K_EX_10_38_117__cuad_ScansourceInc_20190822_10_K_EX_10_38_22a79c1d__21,cuad_ScansourceInc_20190822_10_K_EX_10_38_117__cuad_ScansourceInc_20190822_10_K_EX_10_38_22a79c1d__26,cuad_ScansourceInc_20190822_10_K_EX_10_38_117__cuad_ScansourceInc_20190822_10_K_EX_10_38_22a79c1d__4,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_cuad12_temporal_gate_critical_b60_1779131912.json,50,547.0351490974426
266,266_gemini-2.5-pro_cuad12_scc_50_condition_trigger,gemini-2.5-pro,cuad,scc_50,12,condition_trigger,cuad_ScansourceInc_20190822_10_K_EX_10_38_117__cuad_ScansourceInc_20190822_10_K_EX_10_38_22a79c1d__21,cuad_ScansourceInc_20190822_10_K_EX_10_38_117__cuad_ScansourceInc_20190822_10_K_EX_10_38_22a79c1d__26,cuad_ScansourceInc_20190822_10_K_EX_10_38_117__cuad_ScansourceInc_20190822_10_K_EX_10_38_22a79c1d__4,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_cuad12_condition_trigger_critical_b60_1779132449.json,49,548.7034940719604
267,267_gemini-2.5-pro_cuad14_scc_8_temporal_gate,gemini-2.5-pro,cuad,scc_8,14,temporal_gate,cuad_BELLICUMPHARMACEUTICALS_INC_05_07_2019_E__cuad_BELLICUMPHARMACEUTICALS_INC_05_07_20_bacf7641__17,cuad_BELLICUMPHARMACEUTICALS_INC_05_07_2019_E__cuad_BELLICUMPHARMACEUTICALS_INC_05_07_20_bacf7641__13,cuad_BELLICUMPHARMACEUTICALS_INC_05_07_2019_E__cuad_BELLICUMPHARMACEUTICALS_INC_05_07_20_bacf7641__2.11,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_cuad14_temporal_gate_critical_b60_1779132608.json,50,532.2345390319824
268,268_gemini-2.5-pro_cuad14_scc_8_condition_trigger,gemini-2.5-pro,cuad,scc_8,14,condition_trigger,cuad_BELLICUMPHARMACEUTICALS_INC_05_07_2019_E__cuad_BELLICUMPHARMACEUTICALS_INC_05_07_20_bacf7641__17,cuad_BELLICUMPHARMACEUTICALS_INC_05_07_2019_E__cuad_BELLICUMPHARMACEUTICALS_INC_05_07_20_bacf7641__13,cuad_BELLICUMPHARMACEUTICALS_INC_05_07_2019_E__cuad_BELLICUMPHARMACEUTICALS_INC_05_07_20_bacf7641__2.11,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_cuad14_condition_trigger_critical_b60_1779133182.json,56,560.2250671386719
269,269_gemini-2.5-pro_cuad16_scc_23_temporal_gate,gemini-2.5-pro,cuad,scc_23,16,temporal_gate,cuad_CoherusBiosciencesInc_20200227_10_K_EX_1__cuad_CoherusBiosciencesInc_20200227_10_K__a1c18676__9.6,cuad_CoherusBiosciencesInc_20200227_10_K_EX_1__cuad_CoherusBiosciencesInc_20200227_10_K__a1c18676__4.1.1,cuad_CoherusBiosciencesInc_20200227_10_K_EX_1__cuad_CoherusBiosciencesInc_20200227_10_K__a1c18676__12.3,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_cuad16_temporal_gate_critical_b60_1779133601.json,59,542.2484631538391
270,270_gemini-2.5-pro_cuad16_scc_23_condition_trigger,gemini-2.5-pro,cuad,scc_23,16,condition_trigger,cuad_CoherusBiosciencesInc_20200227_10_K_EX_1__cuad_CoherusBiosciencesInc_20200227_10_K__a1c18676__9.6,cuad_CoherusBiosciencesInc_20200227_10_K_EX_1__cuad_CoherusBiosciencesInc_20200227_10_K__a1c18676__4.1.1,cuad_CoherusBiosciencesInc_20200227_10_K_EX_1__cuad_CoherusBiosciencesInc_20200227_10_K__a1c18676__12.3,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_cuad16_condition_trigger_critical_b60_1779133832.json,57,502.88469099998474
271,271_gemini-2.5-pro_cuad17_scc_0_temporal_gate,gemini-2.5-pro,cuad,scc_0,17,temporal_gate,cuad_AimmuneTherapeuticsInc_20200205_8_K_EX_1__cuad_AimmuneTherapeuticsInc_20200205_8_K__a14c0805__9.3.3,cuad_AimmuneTherapeuticsInc_20200205_8_K_EX_1__cuad_AimmuneTherapeuticsInc_20200205_8_K__a14c0805__9.4.2,cuad_AimmuneTherapeuticsInc_20200205_8_K_EX_1__cuad_AimmuneTherapeuticsInc_20200205_8_K__a14c0805__11,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_cuad17_temporal_gate_critical_b60_1779134482.json,57,536.5728762149811
272,272_gemini-2.5-pro_cuad17_scc_0_condition_trigger,gemini-2.5-pro,cuad,scc_0,17,condition_trigger,cuad_AimmuneTherapeuticsInc_20200205_8_K_EX_1__cuad_AimmuneTherapeuticsInc_20200205_8_K__a14c0805__9.3.3,cuad_AimmuneTherapeuticsInc_20200205_8_K_EX_1__cuad_AimmuneTherapeuticsInc_20200205_8_K__a14c0805__9.4.2,cuad_AimmuneTherapeuticsInc_20200205_8_K_EX_1__cuad_AimmuneTherapeuticsInc_20200205_8_K__a14c0805__11,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_cuad17_condition_trigger_critical_b60_1779134800.json,50,538.5578320026398
273,273_gemini-2.5-pro_cuad18_scc_6_temporal_gate,gemini-2.5-pro,cuad,scc_6,18,temporal_gate,cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_EX___cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_ef785c62__9,cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_EX___cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_ef785c62__2,cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_EX___cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_ef785c62__11,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_cuad18_temporal_gate_critical_b60_1779135116.json,59,594.0992467403412
274,274_gemini-2.5-pro_cuad18_scc_6_condition_trigger,gemini-2.5-pro,cuad,scc_6,18,condition_trigger,cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_EX___cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_ef785c62__9,cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_EX___cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_ef785c62__2,cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_EX___cuad_AzulSa_20170303_F_1A_EX_10_3_9943903_ef785c62__11,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_cuad18_condition_trigger_critical_b60_1779135706.json,54,510.7752299308777
275,275_gemini-2.5-pro_cuad20_scc_28_temporal_gate,gemini-2.5-pro,cuad,scc_28,20,temporal_gate,cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_10___cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_05df4e9e__9.2.9,cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_10___cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_05df4e9e__19.3,cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_10___cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_05df4e9e__16.6,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_cuad20_temporal_gate_critical_b60_1779136007.json,55,567.6380550861359
276,276_gemini-2.5-pro_cuad20_scc_28_condition_trigger,gemini-2.5-pro,cuad,scc_28,20,condition_trigger,cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_10___cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_05df4e9e__9.2.9,cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_10___cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_05df4e9e__19.3,cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_10___cuad_GOOSEHEADINSURANCE_INC_04_02_2018_EX_05df4e9e__16.6,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_cuad20_condition_trigger_critical_b60_1779136478.json,51,451.8903410434723
277,277_gemini-2.5-pro_cuad24_scc_21_temporal_gate,gemini-2.5-pro,cuad,scc_21,24,temporal_gate,cuad_ChinaRealEstateInformationCorp_20090929___cuad_ChinaRealEstateInformationCorp_20090_cde1bad6__6.7,cuad_ChinaRealEstateInformationCorp_20090929___cuad_ChinaRealEstateInformationCorp_20090_cde1bad6__2.2,cuad_ChinaRealEstateInformationCorp_20090929___cuad_ChinaRealEstateInformationCorp_20090_cde1bad6__9.2,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_cuad24_temporal_gate_critical_b60_1779136982.json,54,525.3409616947174
278,278_gemini-2.5-pro_cuad24_scc_21_condition_trigger,gemini-2.5-pro,cuad,scc_21,24,condition_trigger,cuad_ChinaRealEstateInformationCorp_20090929___cuad_ChinaRealEstateInformationCorp_20090_cde1bad6__6.7,cuad_ChinaRealEstateInformationCorp_20090929___cuad_ChinaRealEstateInformationCorp_20090_cde1bad6__2.2,cuad_ChinaRealEstateInformationCorp_20090929___cuad_ChinaRealEstateInformationCorp_20090_cde1bad6__9.2,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_condition_trigger_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_cuad24_condition_trigger_critical_b60_1779137333.json,54,484.12403893470764
279,279_gemini-2.5-pro_cuad25_scc_17_temporal_gate,gemini-2.5-pro,cuad,scc_17,25,temporal_gate,cuad_CERES_INC_01_25_2012_EX_10_20_Collaborat__cuad_CERES_INC_01_25_2012_EX_10_20_Collab_836bcf4c__4.2.2,cuad_CERES_INC_01_25_2012_EX_10_20_Collaborat__cuad_CERES_INC_01_25_2012_EX_10_20_Collab_836bcf4c__13.1,cuad_CERES_INC_01_25_2012_EX_10_20_Collaborat__cuad_CERES_INC_01_25_2012_EX_10_20_Collab_836bcf4c__7,2,/Users/chenlong/.codex/worktrees/9c5f/MCGS_Law/experiments/cross_domain/results/battle_inject_memory_stress_temporal_gate_critical_directsubgraphnaive_relation_first_critical_gemini25pro_current_balanced_partA_b60_current_cuad25_temporal_gate_critical_b60_1779137639.json,56,543.1338319778442
