variant,variant_key,case_id,case_order,domain,scc_id,scc_size,template,invalid,root_at_3,risk_any,risk_all,compression,core_size,llm_calls,recorded_api_calls,total_tokens,runtime_sec,relation_probe_count,critical_pair_locked_count,critical_pair_candidate_count,first_risk_any_rollout,first_risk_all_rollout,result_file,subset,canonical_scc_size,canonical_scc_size_bin,canonical_domain,canonical_scc_id,canonical_template,canonical_case_order
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,63_bgb11_scc_0_condition_trigger,63,bgb,scc_0,11,bgb_condition_trigger_pending_notice_critical,False,True,False,False,0.7272727272727273,3,57,58,147111,161.25223803520203,19,0,0,1,1,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/63_bgb11_scc_0_condition_trigger__no-critical-pair-ledger-revisit.json,midshort40,11,small (9-11),bgb,scc_0,bgb_condition_trigger_pending_notice_critical,63
No relation-first memory,no-relation-first-memory,63_bgb11_scc_0_condition_trigger,63,bgb,scc_0,11,bgb_condition_trigger_pending_notice_critical,False,False,True,False,0.5454545454545454,5,60,62,157407,161.15252304077148,0,21,4,4,10,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/63_bgb11_scc_0_condition_trigger__no-relation-first-memory.json,midshort40,11,small (9-11),bgb,scc_0,bgb_condition_trigger_pending_notice_critical,63
Random local-window selection,random-local-window-selection,63_bgb11_scc_0_condition_trigger,63,bgb,scc_0,11,bgb_condition_trigger_pending_notice_critical,False,True,True,False,0.5454545454545454,5,56,57,142234,150.17492413520813,0,19,2,2,26,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/63_bgb11_scc_0_condition_trigger__random-local-window-selection.json,midshort40,11,small (9-11),bgb,scc_0,bgb_condition_trigger_pending_notice_critical,63
Full SA-MCGS (locked main),full-sa-mcgs-locked,64_bgb11_scc_0_handoff_invariant,64,bgb,scc_0,11,bgb_handoff_invariant_cure_class_critical,False,True,True,True,0.5454545454545454,5,,,,238.22163081169128,18,19,3,1,1,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/64_bgb11_scc_0_handoff_invariant__full-sa-mcgs-locked.json,midshort40,11,small (9-11),bgb,scc_0,bgb_handoff_invariant_cure_class_critical,64
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,64_bgb11_scc_0_handoff_invariant,64,bgb,scc_0,11,bgb_handoff_invariant_cure_class_critical,False,False,True,False,0.6363636363636364,4,58,58,140213,137.56986021995544,19,0,0,1,1,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/64_bgb11_scc_0_handoff_invariant__no-critical-pair-ledger-revisit.json,midshort40,11,small (9-11),bgb,scc_0,bgb_handoff_invariant_cure_class_critical,64
No relation-first memory,no-relation-first-memory,64_bgb11_scc_0_handoff_invariant,64,bgb,scc_0,11,bgb_handoff_invariant_cure_class_critical,False,True,True,True,0.5454545454545454,5,56,56,135600,135.8745141029358,0,20,4,1,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/64_bgb11_scc_0_handoff_invariant__no-relation-first-memory.json,midshort40,11,small (9-11),bgb,scc_0,bgb_handoff_invariant_cure_class_critical,64
Random local-window selection,random-local-window-selection,64_bgb11_scc_0_handoff_invariant,64,bgb,scc_0,11,bgb_handoff_invariant_cure_class_critical,False,False,True,True,0.5454545454545454,5,57,57,139807,132.14354729652405,0,20,4,7,32,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/64_bgb11_scc_0_handoff_invariant__random-local-window-selection.json,midshort40,11,small (9-11),bgb,scc_0,bgb_handoff_invariant_cure_class_critical,64
Full SA-MCGS (locked main),full-sa-mcgs-locked,65_bgb11_scc_0_temporal_gate,65,bgb,scc_0,11,bgb_temporal_grace_period_gate_critical,False,False,True,False,0.5454545454545454,5,,,,217.12787127494812,18,21,3,2,4,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/65_bgb11_scc_0_temporal_gate__full-sa-mcgs-locked.json,midshort40,11,small (9-11),bgb,scc_0,bgb_temporal_grace_period_gate_critical,65
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,65_bgb11_scc_0_temporal_gate,65,bgb,scc_0,11,bgb_temporal_grace_period_gate_critical,False,False,True,False,0.5454545454545454,5,53,53,130453,210.31657791137695,19,0,0,1,1,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/65_bgb11_scc_0_temporal_gate__no-critical-pair-ledger-revisit.json,midshort40,11,small (9-11),bgb,scc_0,bgb_temporal_grace_period_gate_critical,65
No relation-first memory,no-relation-first-memory,65_bgb11_scc_0_temporal_gate,65,bgb,scc_0,11,bgb_temporal_grace_period_gate_critical,False,True,True,True,0.5454545454545454,5,57,57,142948,207.04356288909912,0,18,5,1,1,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/65_bgb11_scc_0_temporal_gate__no-relation-first-memory.json,midshort40,11,small (9-11),bgb,scc_0,bgb_temporal_grace_period_gate_critical,65
Random local-window selection,random-local-window-selection,65_bgb11_scc_0_temporal_gate,65,bgb,scc_0,11,bgb_temporal_grace_period_gate_critical,False,True,True,False,0.5454545454545454,5,56,56,143165,204.60936188697815,0,20,3,2,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/65_bgb11_scc_0_temporal_gate__random-local-window-selection.json,midshort40,11,small (9-11),bgb,scc_0,bgb_temporal_grace_period_gate_critical,65
Full SA-MCGS (locked main),full-sa-mcgs-locked,66_debian11_scc_23_condition_trigger,66,debian,scc_23,11,debian_condition_trigger_partial_compatibility_critical,False,True,True,True,0.5454545454545454,5,,,,154.68285489082336,18,9,1,2,9,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/66_debian11_scc_23_condition_trigger__full-sa-mcgs-locked.json,midshort40,11,small (9-11),debian,scc_23,debian_condition_trigger_partial_compatibility_critical,66
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,66_debian11_scc_23_condition_trigger,66,debian,scc_23,11,debian_condition_trigger_partial_compatibility_critical,False,True,True,True,0.6363636363636364,4,51,51,118115,111.5815761089325,19,0,0,1,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/66_debian11_scc_23_condition_trigger__no-critical-pair-ledger-revisit.json,midshort40,11,small (9-11),debian,scc_23,debian_condition_trigger_partial_compatibility_critical,66
No relation-first memory,no-relation-first-memory,66_debian11_scc_23_condition_trigger,66,debian,scc_23,11,debian_condition_trigger_partial_compatibility_critical,False,True,True,True,0.5454545454545454,5,53,53,114893,128.40166306495667,0,11,1,1,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/66_debian11_scc_23_condition_trigger__no-relation-first-memory.json,midshort40,11,small (9-11),debian,scc_23,debian_condition_trigger_partial_compatibility_critical,66
Random local-window selection,random-local-window-selection,66_debian11_scc_23_condition_trigger,66,debian,scc_23,11,debian_condition_trigger_partial_compatibility_critical,False,True,True,True,0.5454545454545454,5,49,49,106400,99.92826890945435,0,9,1,1,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/66_debian11_scc_23_condition_trigger__random-local-window-selection.json,midshort40,11,small (9-11),debian,scc_23,debian_condition_trigger_partial_compatibility_critical,66
Full SA-MCGS (locked main),full-sa-mcgs-locked,67_debian11_scc_23_handoff_invariant,67,debian,scc_23,11,debian_handoff_invariant_abi_class_critical,False,True,True,True,0.5454545454545454,5,,,,145.78968214988708,18,8,0,3,8,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/67_debian11_scc_23_handoff_invariant__full-sa-mcgs-locked.json,midshort40,11,small (9-11),debian,scc_23,debian_handoff_invariant_abi_class_critical,67
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,67_debian11_scc_23_handoff_invariant,67,debian,scc_23,11,debian_handoff_invariant_abi_class_critical,False,True,True,True,0.6363636363636364,4,52,52,122206,110.90242910385132,19,0,0,2,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/67_debian11_scc_23_handoff_invariant__no-critical-pair-ledger-revisit.json,midshort40,11,small (9-11),debian,scc_23,debian_handoff_invariant_abi_class_critical,67
No relation-first memory,no-relation-first-memory,67_debian11_scc_23_handoff_invariant,67,debian,scc_23,11,debian_handoff_invariant_abi_class_critical,False,True,True,True,0.5454545454545454,5,56,56,122990,103.06010270118713,0,10,1,2,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/67_debian11_scc_23_handoff_invariant__no-relation-first-memory.json,midshort40,11,small (9-11),debian,scc_23,debian_handoff_invariant_abi_class_critical,67
Random local-window selection,random-local-window-selection,67_debian11_scc_23_handoff_invariant,67,debian,scc_23,11,debian_handoff_invariant_abi_class_critical,False,True,True,True,0.5454545454545454,5,56,56,121893,104.64701700210571,0,9,2,1,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/67_debian11_scc_23_handoff_invariant__random-local-window-selection.json,midshort40,11,small (9-11),debian,scc_23,debian_handoff_invariant_abi_class_critical,67
Full SA-MCGS (locked main),full-sa-mcgs-locked,68_debian11_scc_23_temporal_gate,68,debian,scc_23,11,debian_temporal_receipt_gate_critical,False,True,True,True,0.5454545454545454,5,,,,125.08899092674255,18,10,0,3,8,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/68_debian11_scc_23_temporal_gate__full-sa-mcgs-locked.json,midshort40,11,small (9-11),debian,scc_23,debian_temporal_receipt_gate_critical,68
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,68_debian11_scc_23_temporal_gate,68,debian,scc_23,11,debian_temporal_receipt_gate_critical,False,True,True,True,0.6363636363636364,4,54,54,123234,110.51913905143738,19,0,0,1,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/68_debian11_scc_23_temporal_gate__no-critical-pair-ledger-revisit.json,midshort40,11,small (9-11),debian,scc_23,debian_temporal_receipt_gate_critical,68
No relation-first memory,no-relation-first-memory,68_debian11_scc_23_temporal_gate,68,debian,scc_23,11,debian_temporal_receipt_gate_critical,False,False,True,True,0.5454545454545454,5,43,43,92315,108.23169159889221,0,12,0,1,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/68_debian11_scc_23_temporal_gate__no-relation-first-memory.json,midshort40,11,small (9-11),debian,scc_23,debian_temporal_receipt_gate_critical,68
Random local-window selection,random-local-window-selection,68_debian11_scc_23_temporal_gate,68,debian,scc_23,11,debian_temporal_receipt_gate_critical,False,True,True,True,0.5454545454545454,5,49,49,107117,103.32052302360535,0,8,0,1,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/68_debian11_scc_23_temporal_gate__random-local-window-selection.json,midshort40,11,small (9-11),debian,scc_23,debian_temporal_receipt_gate_critical,68
Full SA-MCGS (locked main),full-sa-mcgs-locked,69_sec_ex2111_scc_1_temporal_gate,69,sec_ex21,scc_1,11,sec_temporal_quarter_close_gate_critical,False,True,True,True,0.5454545454545454,5,,,,180.51474571228027,18,14,2,5,23,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/69_sec_ex2111_scc_1_temporal_gate__full-sa-mcgs-locked.json,midshort40,11,small (9-11),sec_ex21,scc_1,sec_temporal_quarter_close_gate_critical,69
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,69_sec_ex2111_scc_1_temporal_gate,69,sec_ex21,scc_1,11,sec_temporal_quarter_close_gate_critical,False,True,True,False,0.7272727272727273,3,56,56,83869,191.77143120765686,19,0,0,1,5,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/69_sec_ex2111_scc_1_temporal_gate__no-critical-pair-ledger-revisit.json,midshort40,11,small (9-11),sec_ex21,scc_1,sec_temporal_quarter_close_gate_critical,69
No relation-first memory,no-relation-first-memory,69_sec_ex2111_scc_1_temporal_gate,69,sec_ex21,scc_1,11,sec_temporal_quarter_close_gate_critical,False,True,True,False,0.5454545454545454,5,55,56,85122,180.0576319694519,0,12,1,1,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/69_sec_ex2111_scc_1_temporal_gate__no-relation-first-memory.json,midshort40,11,small (9-11),sec_ex21,scc_1,sec_temporal_quarter_close_gate_critical,69
Random local-window selection,random-local-window-selection,69_sec_ex2111_scc_1_temporal_gate,69,sec_ex21,scc_1,11,sec_temporal_quarter_close_gate_critical,False,True,True,True,0.5454545454545454,5,51,51,72989,183.55758690834045,0,14,1,1,4,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/69_sec_ex2111_scc_1_temporal_gate__random-local-window-selection.json,midshort40,11,small (9-11),sec_ex21,scc_1,sec_temporal_quarter_close_gate_critical,69
Full SA-MCGS (locked main),full-sa-mcgs-locked,70_sec_ex2111_scc_4_condition_trigger,70,sec_ex21,scc_4,11,sec_condition_trigger_unfiled_amendment_critical,False,True,True,True,0.5454545454545454,5,,,,141.51970195770264,18,15,3,3,9,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/70_sec_ex2111_scc_4_condition_trigger__full-sa-mcgs-locked.json,midshort40,11,small (9-11),sec_ex21,scc_4,sec_condition_trigger_unfiled_amendment_critical,70
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,70_sec_ex2111_scc_4_condition_trigger,70,sec_ex21,scc_4,12,sec_condition_trigger_unfiled_amendment_critical,False,True,True,True,0.75,3,58,58,95093,121.36594915390015,19,0,0,5,18,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/70_sec_ex2111_scc_4_condition_trigger__no-critical-pair-ledger-revisit.json,midshort40,11,small (9-11),sec_ex21,scc_4,sec_condition_trigger_unfiled_amendment_critical,70
No relation-first memory,no-relation-first-memory,70_sec_ex2111_scc_4_condition_trigger,70,sec_ex21,scc_4,12,sec_condition_trigger_unfiled_amendment_critical,False,True,True,True,0.5,6,60,60,99025,136.8910038471222,0,20,0,7,11,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/70_sec_ex2111_scc_4_condition_trigger__no-relation-first-memory.json,midshort40,11,small (9-11),sec_ex21,scc_4,sec_condition_trigger_unfiled_amendment_critical,70
Random local-window selection,random-local-window-selection,70_sec_ex2111_scc_4_condition_trigger,70,sec_ex21,scc_4,12,sec_condition_trigger_unfiled_amendment_critical,False,True,True,True,0.5,6,58,58,88101,119.87714505195618,0,17,2,3,12,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/70_sec_ex2111_scc_4_condition_trigger__random-local-window-selection.json,midshort40,11,small (9-11),sec_ex21,scc_4,sec_condition_trigger_unfiled_amendment_critical,70
Full SA-MCGS (locked main),full-sa-mcgs-locked,71_sec_ex2111_scc_7_handoff_invariant,71,sec_ex21,scc_7,11,sec_handoff_invariant_control_basis_critical,False,True,True,True,0.5454545454545454,5,,,,179.24570298194885,18,12,4,2,4,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/71_sec_ex2111_scc_7_handoff_invariant__full-sa-mcgs-locked.json,midshort40,11,small (9-11),sec_ex21,scc_7,sec_handoff_invariant_control_basis_critical,71
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,71_sec_ex2111_scc_7_handoff_invariant,71,sec_ex21,scc_7,10,sec_handoff_invariant_control_basis_critical,False,True,True,True,0.7,3,60,60,91913,109.3936288356781,19,0,0,1,7,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/71_sec_ex2111_scc_7_handoff_invariant__no-critical-pair-ledger-revisit.json,midshort40,11,small (9-11),sec_ex21,scc_7,sec_handoff_invariant_control_basis_critical,71
No relation-first memory,no-relation-first-memory,71_sec_ex2111_scc_7_handoff_invariant,71,sec_ex21,scc_7,10,sec_handoff_invariant_control_basis_critical,False,True,True,True,0.5,5,60,60,91914,105.80671882629395,0,10,0,1,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/71_sec_ex2111_scc_7_handoff_invariant__no-relation-first-memory.json,midshort40,11,small (9-11),sec_ex21,scc_7,sec_handoff_invariant_control_basis_critical,71
Random local-window selection,random-local-window-selection,71_sec_ex2111_scc_7_handoff_invariant,71,sec_ex21,scc_7,10,sec_handoff_invariant_control_basis_critical,False,True,True,False,0.5,5,51,51,76995,113.98816180229187,0,8,0,1,12,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/71_sec_ex2111_scc_7_handoff_invariant__random-local-window-selection.json,midshort40,11,small (9-11),sec_ex21,scc_7,sec_handoff_invariant_control_basis_critical,71
Full SA-MCGS (locked main),full-sa-mcgs-locked,72_sec_ex2110_scc_2_condition_trigger,72,sec_ex21,scc_2,10,sec_condition_trigger_unfiled_amendment_critical,False,True,True,False,0.5,5,,,,155.39109206199646,18,9,1,1,5,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/72_sec_ex2110_scc_2_condition_trigger__full-sa-mcgs-locked.json,midshort40,10,small (9-11),sec_ex21,scc_2,sec_condition_trigger_unfiled_amendment_critical,72
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,72_sec_ex2110_scc_2_condition_trigger,72,sec_ex21,scc_2,11,sec_condition_trigger_unfiled_amendment_critical,False,True,True,True,0.7272727272727273,3,60,60,121126,125.24231123924255,19,0,0,1,1,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/72_sec_ex2110_scc_2_condition_trigger__no-critical-pair-ledger-revisit.json,midshort40,10,small (9-11),sec_ex21,scc_2,sec_condition_trigger_unfiled_amendment_critical,72
No relation-first memory,no-relation-first-memory,72_sec_ex2110_scc_2_condition_trigger,72,sec_ex21,scc_2,11,sec_condition_trigger_unfiled_amendment_critical,False,True,True,True,0.5454545454545454,5,60,60,120969,134.1696698665619,0,29,3,1,5,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/72_sec_ex2110_scc_2_condition_trigger__no-relation-first-memory.json,midshort40,10,small (9-11),sec_ex21,scc_2,sec_condition_trigger_unfiled_amendment_critical,72
Random local-window selection,random-local-window-selection,72_sec_ex2110_scc_2_condition_trigger,72,sec_ex21,scc_2,11,sec_condition_trigger_unfiled_amendment_critical,False,True,True,False,0.5454545454545454,5,60,60,119077,127.65799307823181,0,31,2,1,10,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/72_sec_ex2110_scc_2_condition_trigger__random-local-window-selection.json,midshort40,10,small (9-11),sec_ex21,scc_2,sec_condition_trigger_unfiled_amendment_critical,72
Full SA-MCGS (locked main),full-sa-mcgs-locked,73_sec_ex2110_scc_2_temporal_gate,73,sec_ex21,scc_2,10,sec_temporal_quarter_close_gate_critical,False,True,True,False,0.5,5,,,,135.00312876701355,18,8,1,1,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/73_sec_ex2110_scc_2_temporal_gate__full-sa-mcgs-locked.json,midshort40,10,small (9-11),sec_ex21,scc_2,sec_temporal_quarter_close_gate_critical,73
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,73_sec_ex2110_scc_2_temporal_gate,73,sec_ex21,scc_2,11,sec_temporal_quarter_close_gate_critical,False,True,True,True,0.6363636363636364,4,59,59,121181,128.3865978717804,19,0,0,1,1,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/73_sec_ex2110_scc_2_temporal_gate__no-critical-pair-ledger-revisit.json,midshort40,10,small (9-11),sec_ex21,scc_2,sec_temporal_quarter_close_gate_critical,73
No relation-first memory,no-relation-first-memory,73_sec_ex2110_scc_2_temporal_gate,73,sec_ex21,scc_2,11,sec_temporal_quarter_close_gate_critical,False,True,True,False,0.5454545454545454,5,59,59,112988,115.7960569858551,0,33,1,1,2,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/73_sec_ex2110_scc_2_temporal_gate__no-relation-first-memory.json,midshort40,10,small (9-11),sec_ex21,scc_2,sec_temporal_quarter_close_gate_critical,73
Random local-window selection,random-local-window-selection,73_sec_ex2110_scc_2_temporal_gate,73,sec_ex21,scc_2,11,sec_temporal_quarter_close_gate_critical,False,True,True,False,0.5454545454545454,5,60,60,116892,114.11967301368713,0,30,2,2,9,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/73_sec_ex2110_scc_2_temporal_gate__random-local-window-selection.json,midshort40,10,small (9-11),sec_ex21,scc_2,sec_temporal_quarter_close_gate_critical,73
Full SA-MCGS (locked main),full-sa-mcgs-locked,74_sec_ex2110_scc_5_handoff_invariant,74,sec_ex21,scc_5,10,sec_handoff_invariant_control_basis_critical,False,True,True,False,0.5,5,,,,140.745609998703,18,8,1,1,3,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/74_sec_ex2110_scc_5_handoff_invariant__full-sa-mcgs-locked.json,midshort40,10,small (9-11),sec_ex21,scc_5,sec_handoff_invariant_control_basis_critical,74
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,74_sec_ex2110_scc_5_handoff_invariant,74,sec_ex21,scc_5,11,sec_handoff_invariant_control_basis_critical,False,True,True,True,0.6363636363636364,4,59,60,95583,128.45436310768127,19,0,0,2,14,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/74_sec_ex2110_scc_5_handoff_invariant__no-critical-pair-ledger-revisit.json,midshort40,10,small (9-11),sec_ex21,scc_5,sec_handoff_invariant_control_basis_critical,74
No relation-first memory,no-relation-first-memory,74_sec_ex2110_scc_5_handoff_invariant,74,sec_ex21,scc_5,11,sec_handoff_invariant_control_basis_critical,False,True,True,True,0.5454545454545454,5,57,57,86279,107.48616075515747,0,14,2,3,6,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/74_sec_ex2110_scc_5_handoff_invariant__no-relation-first-memory.json,midshort40,10,small (9-11),sec_ex21,scc_5,sec_handoff_invariant_control_basis_critical,74
Random local-window selection,random-local-window-selection,74_sec_ex2110_scc_5_handoff_invariant,74,sec_ex21,scc_5,11,sec_handoff_invariant_control_basis_critical,False,True,True,True,0.5454545454545454,5,57,57,89620,110.81023120880127,0,17,6,1,39,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/74_sec_ex2110_scc_5_handoff_invariant__random-local-window-selection.json,midshort40,10,small (9-11),sec_ex21,scc_5,sec_handoff_invariant_control_basis_critical,74
Full SA-MCGS (locked main),full-sa-mcgs-locked,75_bgb9_scc_7_condition_trigger,75,bgb,scc_7,9,bgb_condition_trigger_pending_notice_critical,False,True,True,False,0.4444444444444444,5,,,,254.7003529071808,18,15,1,1,,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/75_bgb9_scc_7_condition_trigger__full-sa-mcgs-locked.json,midshort40,9,small (9-11),bgb,scc_7,bgb_condition_trigger_pending_notice_critical,75
No critical-pair ledger/revisit,no-critical-pair-ledger-revisit,75_bgb9_scc_7_condition_trigger,75,bgb,scc_7,9,bgb_condition_trigger_pending_notice_critical,False,True,True,False,0.6666666666666667,3,55,56,189063,152.81942915916443,19,0,0,1,1,/Users/chenlong/WorkSpace/MCGS_Law/emnlp2026_discussion/component_ablation_runs/stage1_extra_midshort40_gpt4o_b60_ic4_cc4_20260711/results/75_bgb9_scc_7_condition_trigger__no-critical-pair-ledger-revisit.json,midshort40,9,small (9-11),bgb,scc_7,bgb_condition_trigger_pending_notice_critical,75
